Hugo_Symbol	Entrez_Gene_Id	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-05-4382-01	TCGA-05-4389-01	TCGA-05-4395-01	TCGA-05-4397-01	TCGA-05-4398-01	TCGA-05-4402-01	TCGA-05-4403-01	TCGA-05-4418-01	TCGA-05-4420-01	TCGA-05-4422-01	TCGA-05-4426-01	TCGA-05-4430-01	TCGA-05-4432-01	TCGA-05-4434-01	TCGA-17-Z000-01	TCGA-17-Z001-01	TCGA-17-Z002-01	TCGA-17-Z003-01	TCGA-17-Z004-01	TCGA-17-Z005-01	TCGA-17-Z006-01	TCGA-17-Z007-01	TCGA-17-Z008-01	TCGA-17-Z009-01	TCGA-17-Z010-01	TCGA-17-Z011-01	TCGA-17-Z012-01	TCGA-17-Z013-01	TCGA-17-Z014-01	TCGA-17-Z015-01	TCGA-17-Z016-01	TCGA-17-Z017-01	TCGA-17-Z018-01	TCGA-17-Z019-01	TCGA-17-Z020-01	TCGA-17-Z021-01	TCGA-17-Z022-01	TCGA-17-Z023-01	TCGA-17-Z024-01	TCGA-17-Z025-01	TCGA-17-Z026-01	TCGA-17-Z027-01	TCGA-17-Z028-01	TCGA-17-Z029-01	TCGA-17-Z030-01	TCGA-17-Z031-01	TCGA-17-Z032-01	TCGA-17-Z033-01	TCGA-17-Z034-01	TCGA-17-Z035-01	TCGA-17-Z036-01	TCGA-17-Z037-01	TCGA-17-Z038-01	TCGA-17-Z039-01	TCGA-17-Z040-01	TCGA-17-Z041-01	TCGA-17-Z042-01	TCGA-17-Z043-01	TCGA-17-Z044-01	TCGA-17-Z045-01	TCGA-17-Z046-01	TCGA-17-Z047-01	TCGA-17-Z048-01	TCGA-17-Z049-01	TCGA-17-Z050-01	TCGA-17-Z051-01	TCGA-17-Z052-01	TCGA-17-Z053-01	TCGA-17-Z054-01	TCGA-17-Z056-01	TCGA-17-Z058-01	TCGA-17-Z059-01	TCGA-17-Z060-01	TCGA-17-Z061-01	TCGA-17-Z062-01	TCGA-35-3615-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-38-4625-01	TCGA-38-4626-01	TCGA-38-4627-01	TCGA-38-4628-01	TCGA-38-4629-01	TCGA-38-4630-01	TCGA-44-2655-01	TCGA-44-2656-01	TCGA-44-2657-01	TCGA-44-2661-01	TCGA-44-2662-01	TCGA-44-2665-01	TCGA-44-2666-01	TCGA-44-2668-01	TCGA-44-3396-01	TCGA-44-3398-01	TCGA-44-3918-01	TCGA-44-3919-01	TCGA-44-4112-01	TCGA-49-4486-01	TCGA-49-4494-01	TCGA-49-4501-01	TCGA-49-4505-01	TCGA-49-4506-01	TCGA-49-4507-01	TCGA-49-4510-01	TCGA-55-1592-01	TCGA-55-1594-01	TCGA-55-1595-01	TCGA-55-1596-01	TCGA-64-1676-01	TCGA-64-1677-01	TCGA-64-1678-01	TCGA-64-1680-01	TCGA-67-3771-01	TCGA-67-3772-01	TCGA-67-3773-01	TCGA-67-3774-01	TCGA-73-4659-01	TCGA-73-4662-01	TCGA-73-4666-01	TCGA-73-4668-01	TCGA-73-4670-01	TCGA-73-4675-01	TCGA-73-4677-01
PCDHGB4	8641	0.69712381	0.531959169	0.629940817	0.15237497	0.557892725	0.766089507	0.810894248	0.306154762	0.341276627	0.621979952	0.52525905	0.070219934	0.400065482	0.528923042	0.189327942	0.411001801	0.496534384	0.170364649	0.326173651	0.397250939	0.441866973	0.045161276	0.40414516	0.865979644	0.67723293	0.546583287	0.438664453	0.536215949	0.375439098	0.28666351	0.536708683	0.590190764	0.682637944	0.609316819	0.416200957	0.198897783	0.106773406	0.414759086	0.267661409	0.533560606	0.404356538	0.292592835	0.356573761	0.614820563	0.751041115	0.229631202	0.170566226	0.354836107	0.681291931	0.543653011	0.427952403	0.2417126	0.284121564	0.379643256	0.47964847	0.408805572	0.338153612	0.472585974	0.841095225	0.608090936	0.548850653	0.553037928	0.457746343	0.586782331	0.357249675	0.553796815	0.84965297	0.538210414	0.508773008	0.317192052	0.474820138	0.586938448	0.13496803	0.951286543	0.549007185	0.509618033	0.967785591	0.479016121	0.482652521	0.331991713	0.365407912	0.513035575	0.240015299	0.229211049	0.719295161	0.273127227	0.334659331	0.196703828	0.398954874	0.49582256	0.35425696	0.051936201	0.362489756	0.581713289	0.072035447	0.415897445	0.42502704	0.500583464	0.607468453	0.596929828	0.492726938	0.577094479	0.248940862	0.472448888	0.270766959	0.418864521	0.375669769	0.489807949	0.186088052	0.34119312	0.239264921	0.382824794	0.459186821	0.370536165	0.665772791	0.188868897	0.286487377	0.401983576	0.485867467	0.458119516	0.347387047	0.475980416	0.574890729	0.293747828	0.737070242	0.478387882
PRPS1L1	221823	0.873488644	0.896620014	0.889854029	0.90569389	0.920875138	0.915372575	0.780275111	0.943622804	0.922998811	0.882097992	0.844396189	0.625619699	0.894132948	0.890359501	0.893216711	0.805370422	0.892070481	0.878155141	0.799853176	0.898585927	0.873713666	0.577411254	0.918002404	0.671402983	0.853634656	0.902250484	0.91632669	0.887274653	0.881492381	0.840925789	0.812347369	0.92718524	0.904086552	0.885427787	0.883589492	0.66979553	0.935568092	0.899876276	0.910912017	0.90834147	0.899043758	0.922182169	0.812794662	0.878918693	0.819969476	0.913446944	0.89159199	0.844105619	0.88471497	0.844101646	0.88274266	0.879549022	0.872622396	0.941164096	0.934735848	0.808444578	0.900228006	0.939733857	0.805593662	0.875646617	0.923058948	0.916685307	0.907668145	0.866945134	0.924922307	0.891679834	0.952510988	0.952053019	0.178482623	0.720545159	0.916691358	0.807851695	0.905712157	0.831471236	0.86755535	0.819490004	0.870735356	0.930939471	0.895644699	0.84924434	0.888413308	0.877194727	0.895956695	0.888821202	0.926584799	0.80941304	0.789797358	0.878847442	0.900997829	0.889823478	0.932981062	0.875544839	0.878009799	0.893475143	0.845884052	0.869524896	0.874673132	0.934406681	0.889307006	0.906319803	0.915879937	0.887501912	0.915662261	0.918787773	0.824284898	0.917130496	0.894645274	0.900138049	0.89248353	0.905387549	0.894400992	0.902348599	0.870528031	0.880671655	0.874398625	0.897957601	0.880418808	0.901793191	0.892943456	0.893757685	0.945931	0.89198921	0.93905585	0.857162932	0.8922333	0.906808331
FBXO28	23219	0.017254778	0.025958123	0.03175977	0.027352855	0.016809107	0.030891455	0.01889957	0.02076499	0.019593222	0.023753943	0.026835134	0.034839461	0.021200157	0.025050089	0.020596883	0.022265063	0.023542974	0.016231263	0.022445751	0.023449059	0.031818626	0.028139751	0.039865097	0.064742413	0.018872168	0.022255081	0.02774569	0.029520544	0.023838401	0.033140389	0.040229084	0.021934766	0.032988002	0.029019677	0.023097733	0.030646525	0.024527884	0.021688732	0.025268811	0.029126636	0.024204418	0.019233563	0.036967466	0.030494129	0.021254676	0.025175418	0.028388526	0.026299792	0.027240717	0.028111893	0.018820837	0.032369437	0.030651232	0.027471405	0.017691866	0.031638033	0.023227931	0.023961349	0.018575367	0.034508502	0.025325514	0.01952796	0.028164225	0.032956191	0.026329086	0.028449693	0.025581692	0.019555907	0.020503467	0.025981237	0.027085333	0.021961105	0.023118159	0.033882409	0.018140257	0.031046625	0.022913204	0.020023116	0.024742356	0.023081873	0.029552442	0.019743013	0.02161487	0.022982948	0.021067178	0.022230554	0.020656534	0.023901418	0.028683394	0.021553484	0.02359824	0.029480751	0.022990737	0.026016487	0.024974318	0.030704238	0.029665596	0.027990082	0.030492364	0.026930389	0.017982865	0.018976831	0.02564042	0.022227984	0.024240217	0.020460252	0.024702309	0.021746653	0.028088464	0.026814119	0.022439783	0.019604687	0.023372818	0.021869469	0.022822112	0.02403339	0.025912428	0.018799702	0.015276685	0.02697097	0.027132104	0.021416716	0.018163056	0.02162905	0.024153383	0.021267884
SEC61G	23480	0.093344977	0.094641433	0.097952229	0.112382528	0.091252912	0.10775724	0.131564819	0.065925814	0.046271196	0.095311798	0.05650854	0.122559249	0.116076317	0.151126833	0.117454549	0.198078152	0.098309562	0.097644825	0.206584492	0.16100418	0.156865292	0.218167023	0.22657343	0.218554822	0.290605858	0.101622607	0.200821672	0.364181905	0.135592262	0.341552855	0.277949058	0.145071789	0.104489836	0.198782569	0.17199029	0.20076305	0.153325582	0.194839268	0.247869843	0.192814035	0.139390903	0.112615393	0.286486054	0.305900316	0.215596598	0.185404829	0.250636467	0.110915872	0.441527665	0.298755704	0.189709219	0.33441326	0.20743258	0.096392631	0.235496993	0.150485988	0.226020622	0.153995125	0.100165719	0.240380276	0.277234237	0.234495715	0.261988125	0.209186867	0.298872666	0.202119956	0.339043616	0.134534481	0.135810291	0.322056668	0.235740957	0.268699639	0.103237208	0.282292868	0.19231629	0.323101674	0.099769348	0.199929441	0.048724114	0.115305574	0.139516877	0.09317947	0.170815712	0.159850557	0.097316976	0.332380897	0.176993431	0.074332379	0.104825073	0.129639267	0.16553173	0.148496782	0.183287013	0.050748496	0.277773623	0.180563855	0.141847718	0.189504411	0.210466108	0.09635249	0.067113531	0.112316523	0.067016302	0.068016884	0.115989133	0.08870581	0.079203784	0.059273513	0.058425422	0.207863308	0.048666139	0.07133941	0.142832268	0.074320831	0.089476079	0.050396668	0.105957743	0.061743447	0.14232647	0.081666157	0.233268568	0.09018033	0.069015728	0.079181739	0.050441285	0.061531849
ORM2	5005	0.952154798	0.916179816	0.938538635	0.791425968	0.872931962	0.96864203	0.581521443	0.953904314	0.707874987	0.760085935	0.716681777	0.943366518	0.473096793	0.960543489	0.650140046	0.760507107	0.920314737	0.889952094	0.676432794	0.969684373	0.859604021	0.972014629	0.961496742	0.662819999	0.871243561	0.705328021	0.958035414	0.956014995	0.906765275	0.81781851	0.964972023	0.979480155	0.969860625	0.982308709	0.93420371	0.9737567	0.952362634	0.923101463	0.975627846	0.886939665	0.74725486	0.968726231	0.958903677	0.972314563	0.993781491	0.950529807	0.908765937	0.958996054	0.986766826	0.956805214	0.936306895	0.877601232	0.940581431	0.967695859	0.934585156	0.987479831	0.947535201	0.9416611	0.45263093	0.926828868	0.76247241	0.968602831	0.760321634	0.942438401	0.954004792	0.9553313	0.985154649	0.949607464	0.979618922	0.959560361	0.952674516	0.976239663	0.985829072	0.988488141	0.976871486	0.96478028	0.985981633	0.947205896	0.909173011	0.911770383	0.941422207	0.900259359	0.829462747	0.893226282	0.894575846	0.947897104	0.76277609	0.691736667	0.922435776	0.861172403	0.840090159	0.901207248	0.853921339	0.895079013	0.902437932	0.931777192	0.906647198	0.927368361	0.927425017	0.93145216	0.869324476	0.940204971	0.609349009	0.960785259	0.91930089	0.943073394	0.816652127	0.854373856	0.574036218	0.904638461	0.927431496	0.928712552	0.905376888	0.88243793	0.920019619	0.869104317	0.641976748	0.738656208	0.672282294	0.798304583	0.949725442	0.975780941	0.920987001	0.93431361	0.959835082	0.945286772
FCGR3B	2215	0.795138259	0.856583203	0.746176176	0.520570312	0.67000192	0.850297402	0.523492739	0.786016396	0.717365893	0.710322535	0.645369959	0.159196932	0.868941636	0.757117211	0.781228633	0.678051398	0.749938225	0.646122504	0.391300259	0.809940515	0.527940653	0.793169686	0.799263152	0.089883594	0.776782387	0.806194756	0.732649813	0.538534876	0.808860901	0.664693291	0.870097437	0.833912227	0.631099075	0.448533362	0.810288192	0.647324453	0.328972331	0.628154105	0.776809468	0.746879173	0.684900155	0.355233493	0.783972674	0.75216171	0.074120039	0.665392794	0.633162986	0.54799241	0.097434829	0.829113454	0.80690013	0.746502044	0.86486056	0.682595671	0.759438302	0.898679447	0.833173024	0.748078357	0.135099712	0.809064043	0.703242339	0.645255649	0.731831968	0.262434332	0.730125253	0.854874435	0.4898557	0.727284289	0.159420249	0.76436384	0.53985168	0.885361814	0.366499894	0.714289316	0.772084588	0.69459736	0.832984851	0.663649346	0.820422059	0.742030406	0.449861607	0.79464263	0.614020146	0.748937076	0.812508075	0.696352848	0.765781728	0.815865336	0.720969116	0.80179554	0.756623799	0.394540902	0.797042206	0.801573115	0.651351554	0.613209191	0.778935391	0.692772505	0.823818826	0.811448314	0.896060613	0.570681136	0.835708766	0.825377014	0.708663103	0.726799295	0.821004611	0.802753857	0.422158175	0.865095904	0.564255462	0.755108243	0.684990089	0.725390996	0.876312879	0.724060597	0.806860944	0.863677569	0.863803795	0.762712469	0.858849998	0.662411608	0.688216593	0.323675842	0.849221734	0.834998339
DOLPP1	57171	0.410399686	0.026736673	0.08846966	0.037815348	0.064527555	0.494425794	0.041494157	0.038377782	0.027870781	0.146252919	0.040523022	0.06715413	0.034962716	0.037631998	0.037677499	0.039151608	0.033928944	0.035303587	0.055720946	0.025533467	0.0407652	0.041256594	0.087444848	0.048152038	0.182620364	0.035305849	0.042720606	0.050781926	0.046642751	0.061005334	0.05733569	0.267470162	0.078175858	0.048586163	0.046877936	0.04969944	0.047800497	0.036357806	0.043037354	0.148660844	0.044914491	0.02486152	0.048667862	0.052946918	0.046063096	0.032379503	0.03536763	0.052393209	0.351154371	0.05715944	0.041456379	0.054275786	0.03452937	0.030180006	0.360015941	0.058493948	0.049470986	0.052230186	0.037092941	0.41734623	0.02445085	0.081098142	0.044333775	0.168093591	0.052990162	0.051750904	0.06386692	0.039133478	0.033992063	0.047220852	0.047510055	0.033928807	0.07891047	0.087667133	0.039950208	0.057930244	0.266153296	0.049082259	0.038098479	0.122272119	0.340280248	0.398813791	0.033473285	0.040048281	0.040405421	0.082268598	0.047761704	0.042847329	0.117641161	0.038133463	0.051015272	0.023363235	0.031687654	0.068434959	0.043065203	0.05179911	0.042873042	0.268253711	0.045574777	0.0319456	0.024712266	0.26422462	0.032384866	0.042228311	0.145611019	0.029516072	0.029028858	0.03107246	0.036608704	0.039692396	0.027307774	0.032303029	0.029541014	0.034318763	0.034766718	0.028579662	0.039108986	0.034436305	0.027482002	0.049336335	0.033183054	0.179520517	0.37018084	0.311100269	0.065459313	0.029926929
SOX15	6665	0.73944158	0.781509653	0.755364988	0.699904746	0.508798486	0.785196529	0.744211289	0.592970944	0.742874228	0.743950083	0.334606873	0.267458401	0.32010148	0.318136423	0.600612506	0.359537328	0.591540464	0.561795768	0.398827782	0.564680969	0.75897677	0.659959955	0.711493834	0.766797971	0.756094578	0.370988758	0.815707897	0.856018608	0.301435015	0.795487179	0.837237464	0.815321291	0.871052667	0.803991738	0.514645499	0.475003321	0.298084102	0.744092026	0.795769098	0.381466547	0.814914098	0.407190529	0.639688501	0.847710006	0.779658475	0.790963989	0.825843484	0.800550584	0.90473121	0.761898522	0.817391321	0.611595515	0.778537468	0.793905157	0.75951858	0.878513387	0.592788865	0.761086302	0.185112052	0.79786512	0.508495021	0.401765509	0.865388584	0.494817211	0.788891096	0.7249952	0.830809494	0.843378638	0.821709191	0.595578114	0.483585409	0.483478773	0.694973627	0.814612006	0.798327825	0.856599243	0.800555946	0.639106076	0.300964081	0.773278354	0.769516154	0.600100872	0.726202292	0.557191347	0.655857552	0.684940375	0.783731988	0.419495022	0.678021819	0.724811259	0.715766862	0.484680817	0.555340604	0.629650524	0.642253201	0.623146916	0.577349936	0.68666395	0.740242099	0.766201449	0.753770061	0.781597503	0.430903043	0.764931004	0.484514038	0.78029347	0.226159104	0.67474893	0.680413059	0.533867417	0.674438866	0.416946533	0.649004528	0.614563745	0.703278945	0.470494773	0.558433984	0.747603302	0.462882399	0.788603002	0.782951009	0.311879054	0.714618142	0.609360693	0.235467466	0.436547661
TMEM70	54968	0.041795334	0.028618536	0.034421876	0.028370184	0.030323859	0.033423184	0.031485496	0.030815073	0.034961214	0.028411583	0.025202741	0.071148143	0.019750851	0.031068998	0.032614032	0.024614652	0.042097361	0.025268095	0.051784177	0.078663639	0.04123287	0.04387208	0.068572823	0.176895576	0.053539364	0.030675351	0.07053825	0.031573025	0.035715975	0.065012595	0.039385334	0.025429353	0.073566582	0.028230835	0.054548498	0.080284597	0.054243546	0.028514409	0.049203163	0.026568662	0.045655555	0.022084683	0.048682685	0.030593926	0.03759432	0.020146563	0.03214151	0.046268861	0.035567064	0.052486675	0.037989278	0.045243653	0.033934846	0.028605741	0.033297575	0.041036552	0.043509158	0.030776014	0.029613369	0.037505761	0.052962423	0.033991109	0.045880589	0.025097032	0.04305379	0.079472045	0.104663025	0.038806547	0.026463028	0.123719938	0.058284707	0.041338791	0.026011694	0.051660728	0.072938336	0.056936006	0.061585704	0.032316727	0.040503078	0.033257453	0.029073956	0.021414818	0.035628895	0.033433635	0.021951055	0.030092091	0.032163648	0.042042755	0.035437006	0.034164044	0.03305099	0.029656214	0.032349628	0.022357786	0.034480582	0.032546508	0.038119824	0.031468661	0.037837582	0.034115556	0.027836998	0.028671522	0.025053546	0.032444802	0.038005711	0.0273075	0.043367857	0.030838516	0.025063431	0.02750601	0.019019458	0.026428732	0.040009123	0.044871973	0.035083727	0.028610598	0.03765618	0.042677737	0.028368569	0.036158214	0.03432849	0.042961866	0.03214585	0.020150149	0.029329519	0.02652258
CDH10	1008	0.731545643	0.446173082	0.71372712	0.50897565	0.290672658	0.919831927	0.322453902	0.427534991	0.29038064	0.517516132	0.44377221	0.205084699	0.397051399	0.74459683	0.508764283	0.364371071	0.66501488	0.23379869	0.628842504	0.792023477	0.252170033	0.104948064	0.654911221	NA	0.729257979	0.162811565	0.587488101	0.590126293	0.593878619	0.483932376	0.157264123	0.514982143	0.696792861	0.453830483	0.482700343	0.769156066	0.192781233	0.514623292	0.571109332	0.325817563	0.45726064	0.273987319	0.666914623	0.443270602	0.034870652	0.480463164	0.55922346	0.676065886	0.533017595	0.551068876	0.612079244	0.465529706	0.324449963	0.446326997	0.576723659	0.319613017	0.52135353	0.484823741	0.066068652	0.848451396	0.523424241	0.564444742	0.3861919	0.511703051	0.451375577	0.724179918	0.407363876	0.667621103	0.643452401	0.60550495	0.296321637	0.592171122	0.544120879	0.872564716	0.62907042	0.482494403	0.939648515	0.476384331	0.641707916	0.455882226	0.497358301	0.376769695	0.439564907	0.534620812	0.29505595	0.80028841	0.858672396	0.361988798	0.561918373	0.534870026	0.514593934	0.399900096	0.406005705	0.807049103	0.598141644	0.748514342	0.701135012	0.466457635	0.702044832	0.801048081	0.461042818	0.530128709	0.421217497	0.563599569	0.720856537	0.420996088	0.420402506	0.164669848	0.211814968	0.562541894	0.140748595	0.30455338	0.327456126	0.269034773	0.533900267	0.75640127	0.552776122	0.669313409	0.412920762	0.359223909	0.512957507	0.884424499	0.642397914	0.382407445	0.769486792	0.391591237
MMP8	4317	0.962396986	0.955057612	0.955377778	0.951878399	0.942242502	0.936961209	0.661321925	0.942362414	0.952108519	0.953597246	0.936588215	0.87130222	0.956180205	0.950408097	0.910542458	0.929863072	0.940411795	0.950907532	0.758998762	0.943275521	0.868046333	0.827489123	0.923006226	NA	0.898646648	0.952356719	0.929375566	0.854564954	0.943922258	NA	NA	0.93542804	0.732464922	0.903318791	0.896033659	0.902164287	0.938996852	0.935362883	0.947166271	0.933958097	0.907464813	0.946297043	0.90856205	0.90551044	0.777473872	0.948698647	0.949030758	0.924748085	0.739268303	NA	0.922886226	NA	0.943244396	0.927982452	0.951311186	0.88901078	0.935913712	0.946282906	0.926522093	NA	0.920221238	0.945301973	0.917505077	NA	0.901274524	0.89390413	0.936164186	0.964044936	0.16457518	0.895043482	0.930270188	0.896623483	0.94103532	NA	0.931107545	0.873118391	0.929765087	0.884662138	0.952568513	0.950980252	0.944725107	0.770678184	0.957461793	0.954181566	0.946343712	0.933544469	0.949458714	0.960257483	0.966842895	0.943597268	0.953351157	0.962582017	0.946631544	0.965326538	0.929893966	0.927458413	0.94535966	0.928705678	0.95848578	0.947967995	0.950783457	0.92675045	0.96027606	0.951869148	0.922291952	0.943154675	0.936656967	0.961092561	0.951067662	0.950048948	0.970435082	0.961184539	0.949311771	0.943345834	0.953935533	0.95588234	0.935493988	0.960505161	0.96398557	0.958345003	0.943870243	0.965475645	0.961165407	0.928843031	0.947434985	0.952422375
IMPG2	50939	0.752125902	0.754899991	0.795385955	0.849771223	0.784071458	0.770550106	0.842409607	0.835054589	0.783052185	0.780655877	0.805426673	0.722597193	0.804300136	0.797784666	0.778850449	0.760944722	0.786680411	0.886010949	0.609191152	0.810649746	0.802493458	0.764087782	0.789153108	0.614186608	0.758339485	0.713090108	0.887587527	0.76480398	0.892266419	0.74362187	0.739933372	0.872363491	0.792090085	0.670711118	0.872890474	0.693428538	0.846736952	0.856254149	0.874459078	0.842567862	0.844864084	0.820164259	0.755206993	0.866860715	0.800191047	0.878821858	0.836339949	0.847031569	0.813279802	0.728479948	0.794484918	0.836065162	0.84138997	0.901695187	0.890248996	0.762482192	0.827978428	0.816533819	0.73612181	0.889140435	0.791210274	0.863987126	0.860625222	0.787329328	0.849573255	0.776568156	0.906465304	0.865833987	0.867698553	0.678599959	0.874912181	0.678611071	0.835422497	0.643908144	0.712275148	0.856601764	0.895786621	0.871471782	0.893093622	0.783381093	0.813972192	0.828215499	0.774447809	0.795946707	0.815920636	0.792523767	0.791271327	0.818802704	0.919709448	0.780912141	0.883620799	0.923628326	0.885064278	0.910245717	0.897099128	0.644423642	0.8399491	0.850684891	0.825148773	0.874347806	0.826941988	0.793068257	0.749200442	0.796815748	0.700025177	0.789131976	0.73376367	0.871702305	0.880354649	0.887594714	0.943072904	0.904169006	0.907573587	0.830289043	0.859280598	0.940623283	0.82307158	0.919506102	0.925250019	0.803618786	0.796563204	0.821932805	0.804161568	0.775992955	0.674574447	0.712949055
CPT2	1376	0.145415849	0.068388634	0.117851368	0.059411136	0.091573006	0.066618623	0.131370572	0.072717522	0.059693323	0.058906673	0.159929522	0.140139072	0.131565078	0.081177853	0.058099652	0.092329378	0.112695759	0.092992211	0.161070073	0.12211161	0.096913621	0.139672812	0.150450625	0.107539801	0.131601903	0.07587104	0.144450699	0.229437207	0.240340756	0.250062556	0.302978386	0.17989945	0.080759106	0.181687934	0.104401628	0.16432807	0.090074811	0.187079228	0.135049183	0.109896863	0.184018966	0.105787662	0.107379638	0.167683549	0.108607945	0.074300054	0.07391715	0.165474862	0.155583015	0.179662523	0.127458095	0.223696005	0.085695957	0.105539462	0.10001027	0.15811936	0.104389195	0.077407162	0.140262296	0.195872209	0.1224295	0.081813998	0.174822245	0.13921118	0.141324681	0.223642716	0.065099205	0.113386097	0.069770305	0.202247548	0.118301772	0.192939362	0.086102115	0.10603001	0.125884622	0.200185762	0.103782403	0.089199412	0.097771498	0.09251371	0.127259273	0.08549198	0.043001203	0.070106992	0.050716993	0.086809455	0.406799687	0.074290381	0.134961712	0.104232599	0.12614863	0.058868244	0.0965653	0.059501129	0.188660318	0.107134354	0.077328903	0.096973439	0.061096024	0.07496549	0.06887623	0.077040026	0.070065093	0.070076786	0.186191445	0.106881317	0.066159283	0.048532962	0.059266761	0.070887893	0.096995596	0.060741972	0.136436114	0.068625852	0.085446295	0.067260282	0.083328957	0.120756019	0.064052048	0.06700829	0.082662753	0.21811937	0.048582631	0.129606911	0.056918769	0.059561312
CYP46A1	10858	0.020731683	0.025247126	0.029552799	0.015457345	0.011085982	0.016651874	0.012815444	0.01430656	0.012493629	0.014078539	0.015268737	0.017049322	0.011879103	0.020776033	0.02043469	0.044004382	0.014708157	0.016340387	0.032002098	0.016786734	0.019818412	0.194825061	0.016118836	0.012448584	0.015847645	0.015562496	0.017185558	0.019244666	0.012445515	0.015144962	0.019931727	0.013361634	0.019243935	0.01475417	0.01089028	0.014142802	0.022813587	0.015670651	0.017727426	0.013269966	0.014504221	0.017064516	0.016929524	0.017949677	0.014583308	0.017544571	0.021060395	0.016526802	0.011542564	0.013176627	0.026459092	0.011914499	0.020455309	0.016179673	0.014220318	0.014130552	0.019355603	0.020555411	0.011209514	0.015546358	0.017116748	0.013791659	0.013705932	0.01989257	0.015663274	0.010436172	0.015762669	0.018610665	0.014279285	0.020001105	0.01589936	0.019809951	0.014046129	0.014373505	0.014717723	0.016702671	0.011163985	0.016078595	0.01922817	0.017843786	0.021514681	0.016658751	0.022410474	0.012959842	0.01442995	0.014173667	0.011457068	0.022227284	0.017982143	0.023583618	0.019834218	0.011968144	0.026780175	0.015275014	0.025695518	0.027671953	0.020585649	0.020250438	0.024318658	0.023644364	0.009968537	0.012730737	0.01379667	0.012032012	0.051616119	0.010933311	0.014291813	0.015719305	0.016206067	0.015230193	0.021188889	0.011487703	0.016117143	0.01605778	0.033058357	0.014423872	0.014125809	0.021601351	0.013355738	0.015396235	0.016505365	0.015671814	0.01452298	0.014694527	0.015521856	0.01685025
C9orf142	286257	0.296909346	0.37128535	0.413308247	0.35159345	0.322395395	0.274931231	0.153236088	0.266574646	0.57206108	0.379119635	0.384785134	0.202594102	0.491168998	0.282691391	0.430183244	0.342851672	0.341228316	0.372819461	0.335520479	0.645132628	0.502894068	0.429854786	0.415203263	0.524458643	0.364368452	0.433050745	0.523278839	0.500398294	0.399974701	0.510438473	0.661322476	0.279734443	0.325150266	0.107838111	0.310130775	0.460336207	0.289247926	0.39204484	0.548090009	0.358434392	0.413618136	0.400280629	0.394648577	0.492063988	0.975058646	0.329683846	0.569423602	0.436211421	0.964925856	0.364438487	0.445566845	0.465747404	0.503669569	0.349696016	0.324552364	0.032302202	0.560731779	0.375985063	0.12442053	0.318524235	0.578556836	0.400198945	0.432789156	0.311199471	0.550618721	0.803208226	0.883109568	0.434849668	0.944259446	0.488863908	0.692262331	0.211310105	0.672137599	0.98686317	0.367953385	0.330403325	0.983830035	0.467462422	0.237436161	0.391844967	0.307709351	0.532070854	0.409717444	0.481228047	0.267298806	0.413678918	0.312728779	0.373886711	0.370654799	0.441493086	0.494541664	0.323961488	0.335404725	0.325060211	0.364758929	0.361114827	0.508721793	0.323389717	0.306571135	0.287382677	0.625532279	0.341294005	0.496791716	0.361862197	0.336175084	0.416067007	0.229430526	0.340027428	0.299438234	0.210918062	0.227189934	0.304997714	0.437011903	0.265948107	0.513240887	0.306206926	0.410097303	0.550999829	0.360370298	0.339994383	0.293072824	0.354997488	0.367890537	0.305195012	0.343816008	0.26008322
SLC16A14	151473	0.395354884	0.060689468	0.140802002	0.117754958	0.172889732	0.090877215	0.149930409	0.159341863	0.114571495	0.279416589	0.302435453	0.047350022	0.151708203	0.071266979	0.136953853	0.10726057	0.195729457	0.11905627	0.117240476	0.634840277	0.184723111	0.160603915	0.307809261	0.06512128	0.094016876	0.103615318	0.307869735	0.151574319	0.108257603	0.210325913	0.053715649	0.539394306	0.087345062	0.037495277	0.111227971	0.234838475	0.098984136	0.229150378	0.277096871	0.1637903	0.309906364	0.077454994	0.203651967	0.161241511	0.052095825	0.108381606	0.126576394	0.167370011	0.027339597	0.155771591	0.14274523	0.210806662	0.170969806	0.121361705	0.236543022	0.080915053	0.161240452	0.121713452	0.044882423	0.212551896	0.135008283	0.122539583	0.241517533	0.137607714	0.175028056	0.181286922	0.265439738	0.159018221	0.063460489	0.241876832	0.143430286	0.63547817	0.086779403	0.034603817	0.507894487	0.13069212	0.094398387	0.149596366	0.047173131	0.24133448	0.202742532	0.164949282	0.181777451	0.179082444	0.112146992	0.127205381	0.090900918	0.129947681	0.405506403	0.219419689	0.227855471	0.056800085	0.137907437	0.101867715	0.17473862	0.169578783	0.250080262	0.240758593	0.538614677	0.288051619	0.053430415	0.154309094	0.142979446	0.113506416	0.128836092	0.170342434	0.045820265	0.104003329	0.121771189	0.094299131	0.063408295	0.149866193	0.128462698	0.047946242	0.045381071	0.132079567	0.078636184	0.579016249	0.159162939	0.078078499	0.627925036	0.200342734	0.117133741	0.062134898	0.075709173	0.107950891
