Hugo_Symbol	Entrez_Gene_Id	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-05-4382-01	TCGA-05-4389-01	TCGA-05-4395-01	TCGA-05-4397-01	TCGA-05-4398-01	TCGA-05-4402-01	TCGA-05-4403-01	TCGA-05-4418-01	TCGA-05-4420-01	TCGA-05-4422-01	TCGA-05-4426-01	TCGA-05-4430-01	TCGA-05-4432-01	TCGA-05-4434-01	TCGA-17-Z000-01	TCGA-17-Z001-01	TCGA-17-Z002-01	TCGA-17-Z003-01	TCGA-17-Z004-01	TCGA-17-Z005-01	TCGA-17-Z006-01	TCGA-17-Z007-01	TCGA-17-Z008-01	TCGA-17-Z009-01	TCGA-17-Z010-01	TCGA-17-Z011-01	TCGA-17-Z012-01	TCGA-17-Z013-01	TCGA-17-Z014-01	TCGA-17-Z015-01	TCGA-17-Z016-01	TCGA-17-Z017-01	TCGA-17-Z018-01	TCGA-17-Z019-01	TCGA-17-Z020-01	TCGA-17-Z021-01	TCGA-17-Z022-01	TCGA-17-Z023-01	TCGA-17-Z024-01	TCGA-17-Z025-01	TCGA-17-Z026-01	TCGA-17-Z027-01	TCGA-17-Z028-01	TCGA-17-Z029-01	TCGA-17-Z030-01	TCGA-17-Z031-01	TCGA-17-Z032-01	TCGA-17-Z033-01	TCGA-17-Z034-01	TCGA-17-Z035-01	TCGA-17-Z036-01	TCGA-17-Z037-01	TCGA-17-Z038-01	TCGA-17-Z039-01	TCGA-17-Z040-01	TCGA-17-Z041-01	TCGA-17-Z042-01	TCGA-17-Z043-01	TCGA-17-Z044-01	TCGA-17-Z045-01	TCGA-17-Z046-01	TCGA-17-Z047-01	TCGA-17-Z048-01	TCGA-17-Z049-01	TCGA-17-Z050-01	TCGA-17-Z051-01	TCGA-17-Z052-01	TCGA-17-Z053-01	TCGA-17-Z054-01	TCGA-17-Z056-01	TCGA-17-Z058-01	TCGA-17-Z059-01	TCGA-17-Z060-01	TCGA-17-Z061-01	TCGA-17-Z062-01	TCGA-35-3615-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-38-4625-01	TCGA-38-4626-01	TCGA-38-4627-01	TCGA-38-4628-01	TCGA-38-4629-01	TCGA-38-4630-01	TCGA-44-2655-01	TCGA-44-2656-01	TCGA-44-2657-01	TCGA-44-2661-01	TCGA-44-2662-01	TCGA-44-2665-01	TCGA-44-2666-01	TCGA-44-2668-01	TCGA-44-3396-01	TCGA-44-3398-01	TCGA-44-3918-01	TCGA-44-3919-01	TCGA-44-4112-01	TCGA-49-4486-01	TCGA-49-4494-01	TCGA-49-4501-01	TCGA-49-4505-01	TCGA-49-4506-01	TCGA-49-4507-01	TCGA-49-4510-01	TCGA-55-1592-01	TCGA-55-1594-01	TCGA-55-1595-01	TCGA-55-1596-01	TCGA-64-1676-01	TCGA-64-1677-01	TCGA-64-1678-01	TCGA-64-1680-01	TCGA-67-3771-01	TCGA-67-3772-01	TCGA-67-3773-01	TCGA-67-3774-01	TCGA-73-4659-01	TCGA-73-4662-01	TCGA-73-4666-01	TCGA-73-4668-01	TCGA-73-4670-01	TCGA-73-4675-01	TCGA-73-4677-01
LYZ	4069	0.813129641	0.866931781	0.890356798	0.736394292	0.818084499	0.906253018	0.555011296	0.835156326	0.785792702	0.440068102	0.862944387	0.936028757	0.826083073	0.851831541	0.805146547	0.800429057	0.83899215	0.74780617	0.819276943	0.887131572	0.839446585	0.904709008	0.791871745	NA	0.454299749	0.686409018	0.757397378	0.805177156	0.819772722	NA	NA	0.885088244	0.856330013	NA	0.878218662	0.841839584	0.775902715	0.733543224	0.792655557	0.840806022	0.821451541	0.672182398	0.774633547	0.792206694	0.936671672	0.687931299	0.663175588	0.721768056	NA	NA	0.851602799	NA	0.925576149	0.374779847	0.754973539	0.888505562	0.818426366	0.849944417	0.720933828	NA	0.845246411	0.841093947	0.639196263	NA	0.760304268	NA	0.931263015	0.790032145	0.951811286	0.82542312	0.537969422	0.891942995	0.345466646	0.908461487	0.839771703	0.701006916	0.955765643	0.782834848	0.889926127	0.782847641	0.845112968	0.74497582	0.671839826	0.768917515	0.892850656	0.711800828	0.814927087	0.822694133	0.861848781	0.773563762	0.775750216	0.460928441	0.837033429	0.901121136	0.70167616	0.616977216	0.731528582	0.883690408	0.837905924	0.860446238	0.903558312	0.701979711	0.884221293	0.843588859	0.775768324	0.824933717	0.85426827	0.761757736	0.83206129	0.932899165	0.301865178	0.703668837	0.747425868	0.856324729	0.867821291	0.808833171	0.740983377	0.893715324	0.799543712	0.803147994	0.93862359	0.883642419	0.872569951	0.631648057	0.900774497	0.913493943
JSRP1	126306	0.893002373	0.844264413	0.853508731	0.801168892	0.834392442	0.850488965	0.86999704	0.799976033	0.790191286	0.825928918	0.753344097	0.809262312	0.814143694	0.893929023	0.871964426	0.778517345	0.792655	0.848489496	0.75582705	0.857197632	0.738598039	0.885079727	0.836748156	0.866951954	0.829364019	0.830856569	0.734392374	0.858422366	0.80741541	0.841137109	0.876989459	0.862129812	0.892303968	0.871654964	0.856443113	0.794849791	0.838755413	0.684358733	0.759901413	0.822102569	0.743390969	0.652899143	0.867637555	0.770214625	0.865622397	0.87433338	0.860404896	0.80335125	0.770245752	0.892651376	0.785414559	0.792933015	0.870413841	0.800883958	0.860831495	0.880220591	0.765379639	0.883784382	0.83085999	0.805581377	0.797934885	0.879042528	0.845264616	0.8559193	0.857037358	0.861275817	0.87000872	0.88407464	0.820885188	0.707793493	0.793376315	0.836013199	0.877200647	0.897252858	0.856626	0.820222498	0.907487441	0.742853532	0.867895331	0.775293185	0.822720886	0.863492599	0.866696298	0.869141561	0.880585902	0.838059317	0.895222823	0.813339461	0.800996932	0.750972137	0.807052469	0.827482716	0.873665442	0.858220933	0.831088083	0.737307083	0.848798097	0.782436335	0.815320483	0.883183829	0.896292203	0.860500544	0.819703727	0.850384048	0.769491716	0.776320378	0.864881434	0.781596279	0.798245123	0.815221194	0.752822354	0.840383038	0.74031025	0.839656995	0.873673502	0.686429964	0.782312747	0.88978103	0.825516941	0.863824106	0.838122365	0.89204392	0.821149297	0.859470317	0.892353524	0.849173102
ENOSF1	55556	0.729891051	0.456775223	0.561073906	0.613736572	0.518679086	0.499753619	0.286182562	0.584955299	0.520172843	0.535977267	0.531108236	0.357947195	0.529741033	0.972393333	0.557280288	0.547491165	0.595766194	0.56060763	0.642823637	0.683171493	0.46811506	0.950988095	0.825525662	0.41247045	0.718237756	0.627318354	0.750304823	0.667210031	0.648784303	0.669220676	0.866028849	0.605814263	0.672079637	0.260908246	0.800621201	0.77816946	0.531840677	0.782291127	0.88143589	0.43089054	0.603293614	0.454286376	0.790431195	0.695880914	0.929905214	0.688123829	0.771496172	0.803534048	0.305235296	0.570325286	0.689330422	0.722742817	0.611658604	0.73595311	0.529600382	0.092514532	0.697817352	0.62444435	0.1939776	0.586702953	0.710211812	0.50744942	0.673604889	0.585895924	0.822413953	0.741465672	0.94790406	0.6288742	0.934361689	0.740745994	0.9235196	0.364712971	0.861459674	0.771126301	0.538799609	0.536238899	0.924126985	0.818089948	0.642827394	0.642815238	0.652665832	0.616229121	0.799497044	0.709658084	0.342892262	0.681280663	0.888831079	0.715847124	0.571533311	0.847299453	0.655276251	0.552886909	0.678436485	0.635940691	0.66234567	0.803855978	0.729985494	0.691470164	0.835080102	0.575034383	0.622475002	0.617558021	0.76103828	0.549422936	0.789935469	0.628558692	0.460308409	0.437908674	0.538420221	0.453603639	0.488580064	0.616144787	0.517741105	0.43491224	0.712516419	0.60232557	0.594187331	0.911745587	0.487243145	0.552920117	0.5445576	0.907614158	0.466982201	0.512167022	0.584116526	0.523148816
FAM57B	83723	0.521248948	0.085616499	0.06906541	0.033871247	0.038544489	0.029555346	0.041757446	0.380044155	0.031941539	0.062722699	0.032653044	0.037325498	0.055364305	0.033223362	0.04257545	0.035150605	0.423557867	0.020164487	0.051355557	0.021017713	0.031448879	0.041607736	0.042282022	0.032821706	0.039684079	0.023572885	0.042764932	0.048023233	0.01963889	0.039988255	0.055139625	0.055480281	0.071523821	0.044682453	0.016995101	0.046466588	0.030672778	0.022416499	0.027065446	0.03128021	0.038289591	0.031535008	0.028460458	0.04119623	0.023849503	0.025147022	0.025155488	0.034246599	0.056749597	0.044504396	0.266028123	0.05146278	0.031957346	0.027882671	0.020376699	0.039160547	0.02530753	0.018518911	0.013409322	0.062749033	0.021556777	0.018922953	0.037259615	0.083519015	0.04669828	0.052013621	0.017673957	0.41301371	0.013384696	0.029297563	0.017390777	0.027922752	0.019040804	0.019297831	0.037238754	0.062234411	0.019042355	0.019954862	0.057046723	0.050213015	0.039300361	0.190323276	0.033107557	0.023819934	0.03337545	0.057566862	0.05557563	0.08871945	0.193179112	0.083664941	0.194458875	0.049797899	0.552123558	0.226785291	0.105952573	0.101387008	0.076823839	0.348625522	0.068615965	0.179941812	0.033395415	0.036431067	0.02375005	0.063525355	0.091464813	0.015639246	0.033733294	0.039763422	0.050383577	0.108070416	0.040736692	0.184831852	0.058200199	0.057672553	0.067038929	0.060621726	0.110569464	0.094452268	0.046852091	0.022251992	0.418877713	0.094646793	0.097701945	0.030112388	0.134545676	0.02478438
WNK2	65268	0.094074009	0.049052538	0.627862903	0.091229588	0.064033404	0.108294856	0.034998258	0.210109746	0.041931541	0.091319231	0.099530235	0.048905612	0.127181006	0.084491313	0.050385411	0.074245215	0.238830977	0.110338055	0.096006701	0.370218458	0.073448862	0.029137724	0.100006209	0.074154846	0.093137014	0.063161783	0.327416111	0.620101731	0.063700396	0.092918454	0.054117267	0.402959376	0.038206977	0.033988733	0.125774651	0.107914107	0.077586148	0.100858279	0.076353809	0.062301588	0.194126535	0.067483748	0.222342083	0.182715744	0.059556279	0.054762757	0.118282427	0.106666012	0.034569063	0.058267557	0.101897176	0.116578057	0.050987793	0.142571783	0.076956924	0.05183092	0.086414626	0.04391331	0.035056733	0.092950764	0.08394058	0.042590911	0.064624735	0.079624416	0.053663022	0.06026799	0.028667013	0.051673769	0.034963151	0.099251646	0.229962858	0.032415531	0.148026368	0.026208094	0.155889273	0.107274729	0.025011891	0.122509942	0.074033095	0.090129072	0.066039046	0.510989023	0.056263289	0.043896949	0.03629163	0.403412765	0.05911716	0.056613475	0.570088799	0.098631171	0.142986208	0.067768021	0.073745086	0.04709872	0.122509419	0.447185649	0.188640855	0.145264183	0.467087263	0.108877697	0.037091478	0.072367791	0.051626344	0.074107041	0.06465539	0.044257914	0.036254422	0.074967246	0.071267343	0.038007914	0.052731519	0.06271017	0.261461195	0.046653047	0.157844396	0.048297527	0.108708065	0.122795674	0.075924407	0.107506419	0.229688188	0.65950981	0.054156003	0.032808352	0.598398518	0.055396738
ACY1	95	0.97706615	0.648177302	0.973821709	0.896904965	0.809788964	0.974856671	0.975352598	0.975270622	0.966438394	0.78210246	0.687624664	0.311550621	0.500128128	0.976391596	0.719072722	0.620891833	0.965882481	0.72195746	0.676727394	0.980541767	0.978907679	0.97612598	0.976094654	0.931399732	0.887799143	0.972633199	0.974124566	0.96554232	0.971957343	0.971705766	0.967284944	0.981340748	0.969715378	0.973253379	0.976281098	0.913492743	0.645805791	0.976646486	0.978454877	0.970596819	0.969096337	0.977622914	0.975314139	0.972997098	0.97302447	0.97488704	0.978232727	0.974215231	0.977798827	0.970985893	0.978378272	0.962128318	0.979544398	0.983167071	0.972544396	0.982420011	0.977610226	0.975556185	0.981016666	0.974483601	0.972894292	0.97171097	0.97186158	0.967417348	0.974434254	0.971705364	0.978677583	0.690310545	0.976439738	0.980355802	0.979943191	0.97655339	0.980733042	0.971028018	0.97736407	0.971160829	0.969946824	0.980035163	0.973775565	0.906092291	0.766445721	0.98004275	0.972508829	0.974996461	0.979940965	0.970763763	0.969110318	0.963325026	0.972986248	0.973257486	0.96952698	0.966194016	0.971461246	0.976288137	0.962729534	0.96149269	0.972159102	0.945934189	0.962651065	0.971397368	0.963904887	0.97229758	0.97937565	0.971874445	0.965949965	0.967496881	0.354331328	0.976651087	0.53648204	0.975921813	0.970647481	0.979118635	0.979530195	0.519097775	0.9639082	0.585678772	0.97193871	0.972445785	0.735450496	0.818693216	0.977753228	0.968803433	0.962712205	0.977228252	0.965999301	0.9734072
APOA1BP	128240	0.071080385	0.046154633	0.069957897	0.030792864	0.033935769	0.044879802	0.070202982	0.061041981	0.02848115	0.038831424	0.030208315	0.029279629	0.020177907	0.085651602	0.02538723	0.025144085	0.040642084	0.013952908	0.013021704	0.011855548	0.012922648	0.019625144	0.020027934	0.011097478	0.011842917	0.013076713	0.016445443	0.023762514	0.015611524	NA	0.019771474	0.015835633	0.0110002	0.023847817	0.024646556	0.021174143	0.012595005	0.030865744	0.017574358	0.010516938	0.017949557	0.013884624	0.01844586	0.019734889	0.05818862	0.012789962	0.014994963	0.022023203	NA	NA	0.016984391	0.021719399	0.016327066	0.012528993	0.029180978	NA	0.01429289	0.01757243	0.011035144	0.027306642	0.014231071	0.014035523	0.018619065	NA	0.015751969	0.01704991	0.033645083	0.016421479	0.029963782	0.019497324	0.019747967	0.015360599	0.020305629	0.025153646	0.014588798	0.020041976	0.073933294	0.020371723	0.033635431	0.072854399	0.073875399	0.037412355	0.035677458	0.024837513	0.029012776	0.078416367	0.095062275	0.06231939	0.077584857	0.066507137	0.093816377	0.097672668	0.084890746	0.147276984	0.113689288	0.072100324	0.084570229	0.143751088	0.099288121	0.063434583	0.022542181	0.022994177	0.017784427	0.02321465	0.052122077	0.032011194	0.026604757	0.028973608	0.030002723	0.063245598	0.048142677	0.087954525	0.089408531	0.063563578	0.083006845	0.047658162	0.052850185	0.079125519	0.04024824	0.021388436	0.031067019	0.216025858	0.039987145	0.014273991	0.037159257	0.019928842
TNFRSF17	608	0.924740574	0.924566554	0.91662414	0.859875589	0.850462481	0.944219901	0.745100309	0.883371931	0.74662216	0.88159287	0.654545538	0.877423413	0.875182363	0.953451914	0.880463031	0.768734098	0.847137686	0.924114239	0.600400316	0.902779668	0.759030319	0.915255481	0.806213446	0.632315851	0.878912214	0.710907834	0.506696284	0.838097117	0.90328567	0.820898151	0.877183779	0.916554684	0.827996674	0.832323659	0.865776549	0.67864922	0.517424237	0.697202563	0.64439403	0.851256559	0.333616309	0.448977648	0.886606467	0.848806995	0.226134707	0.910957244	0.805009883	0.808279511	0.126822998	0.874983795	0.853357607	0.700568724	0.849198499	0.875763979	0.8840436	0.903830872	0.794786768	0.911556379	0.100156834	0.742277378	0.714036298	0.881899265	0.843589762	0.913129458	0.880618367	0.894811071	0.945099817	0.928716049	0.515066869	0.361171765	0.295179099	0.792230474	0.919528156	0.849462546	0.874204569	0.89485847	0.939947783	0.657046031	0.90946919	0.828999322	0.839766659	0.841792126	0.939585745	0.701235545	0.951212424	0.914935911	0.752603278	0.752587954	0.784498336	0.613656182	0.805383335	0.763759624	0.897241942	0.920139214	0.86022602	0.831018011	0.82335131	0.864883884	0.83419913	0.927820791	0.884421495	0.889637725	0.864626184	0.896906367	0.743797541	0.880009956	0.903470095	0.571521651	0.444359467	0.882342824	0.899619313	0.82967235	0.531928504	0.910313062	0.91521836	0.781599246	0.767567711	0.894174641	0.85522022	0.900983204	0.852028428	0.907426281	0.906990602	0.953426367	0.943930371	0.918862506
SGTA	6449	0.040351156	0.048261273	0.057064375	0.056800203	0.05322041	0.078591022	0.06261977	0.045972086	0.055631148	0.045266537	0.059436329	0.301899874	0.060196944	0.051861695	0.060288178	0.062451321	0.064293625	0.18284924	0.283002719	0.138920564	0.14863904	0.112157852	0.163693141	0.403673331	0.114739907	0.081355659	0.142955658	0.153278249	0.123260307	0.199051442	0.327340572	0.060173805	0.249301577	0.268873389	0.119800093	0.218818254	0.215117208	0.057166499	0.091126649	0.153843661	0.137663449	0.113301147	0.156606468	0.205423027	0.147470525	0.083032892	0.085626989	0.167942702	0.134533334	0.205779593	0.060342521	0.150291092	0.10995402	0.115103016	0.046366194	0.282061637	0.130775359	0.130826083	0.070902694	0.217089928	0.127863658	0.097163948	0.212996251	0.173576625	0.176894006	0.228925268	0.042034355	0.062219299	0.065427585	0.198073356	0.143574588	0.289249627	0.076618251	0.136344942	0.133810055	0.20206401	0.108454744	0.082904261	0.053644534	0.054413297	0.074278596	0.033603611	0.04890813	0.049639204	0.050475048	0.06696814	0.065575218	0.049434686	0.052124374	0.050715334	0.033949359	0.039078871	0.046805304	0.047581949	0.066660908	0.056955366	0.042226622	0.0420877	0.048600385	0.037600436	0.080087811	0.055459286	0.061163463	0.070705127	0.054694581	0.049241621	0.078569553	0.057422042	0.054148812	0.06813979	0.062075026	0.043525923	0.045346444	0.044348809	0.054035316	0.04824971	0.075754067	0.039601883	0.058420413	0.05266794	0.056017898	0.098346307	0.050978956	0.078637396	0.069159179	0.04986045
MATN2	4147	0.145159169	0.285181771	0.405427548	0.165778438	0.169204344	0.153138456	0.191946453	0.1360009	0.146995131	0.213681589	0.203823467	0.177004311	0.193415474	0.120188034	0.188889183	0.179864439	0.151814578	0.127594245	0.276475199	0.14239089	0.152241561	0.087009389	0.263014554	0.116044042	0.162568994	0.12045619	0.185052432	0.15791484	0.121540793	0.176978221	0.105739997	0.210423085	0.105524232	0.091205126	0.149817342	0.165072818	0.118534591	0.193413574	0.190804825	0.169433557	0.325836313	0.086302927	0.258287404	0.150700033	0.107305888	0.125145368	0.144468014	0.151348481	0.082214212	0.219429638	0.174586576	0.146742453	0.127348831	0.177028806	0.228794088	0.080251576	0.178276591	0.118074484	0.088008038	0.177766709	0.117747294	0.123222859	0.141334547	0.659370714	0.139815744	0.413078291	0.266363111	0.152141702	0.117761542	0.226460042	0.175276048	0.090023911	0.096811072	0.098676992	0.140659002	0.115729564	0.141696753	0.175884435	0.119618895	0.164874816	0.251601867	0.153298948	0.173485341	0.155136135	0.214673867	0.18008715	0.175069719	0.140876241	0.556758726	0.222143585	0.223737577	0.101231207	0.055978641	0.129729035	0.404402604	0.439010591	0.176910865	0.231270707	0.170860763	0.204933502	0.131924964	0.177898088	0.175200487	0.185999354	0.244611551	0.13845466	0.17185951	0.139561455	0.105200794	0.110313468	0.086007949	0.288892811	0.173170267	0.079777501	0.300430996	0.126423048	0.213930602	0.105824218	0.105890108	0.163275809	0.25936797	0.340766039	0.210999494	0.193376497	0.420348522	0.170005507
APEX1	328	0.111281849	0.073194889	0.166664123	0.058375351	0.089098778	0.134808196	0.13526283	0.097608195	0.078166161	0.084266647	0.06285955	0.140214304	0.107705855	0.113783276	0.073661133	0.164916465	0.183660778	0.171854279	0.337291784	0.186313196	0.272401249	0.356336188	0.263456102	0.500908537	0.309117969	0.108977456	0.145028487	0.294499885	0.219590284	0.363556949	0.383450865	0.17683443	0.25131412	0.315614774	0.205611923	0.225072314	0.294094728	0.139842642	0.185036398	0.160874351	0.183623718	0.165138691	0.216691483	0.461591918	0.218278984	0.166460138	0.163624055	0.291633002	0.285419629	0.404907561	0.218770655	0.343245626	0.247077241	0.182489566	0.154979958	0.35236091	0.148957812	0.201946166	0.198787526	0.254803789	0.242448595	0.118593797	0.183314412	0.37700086	0.25060903	0.287170194	0.223562889	0.164870487	0.125738389	0.198296545	0.150360753	0.345912983	0.093444707	0.333683279	0.203734613	0.269587509	0.158920317	0.150411775	0.05487693	0.079634269	0.072499655	0.091850466	0.086363443	0.099936333	0.300134446	0.174159469	0.302649112	0.143953903	0.082252282	0.069853073	0.084215047	0.057521285	0.184909594	0.056121284	0.088466192	0.12575531	0.095812364	0.070342509	0.066600656	0.086390395	0.145244249	0.111182652	0.075008306	0.088604332	0.125189457	0.076738782	0.105044533	0.109375279	0.097769292	0.15277531	0.066647181	0.052218717	0.086315856	0.058319135	0.073245217	0.051333083	0.126857021	0.047407455	0.134019359	0.08283857	0.144779264	0.222841558	0.079454205	0.104284873	0.126445141	0.105625634
CAPRIN1	4076	0.010634949	0.00946108	0.010276498	0.011486256	0.009378635	0.010997113	0.008291714	0.009423115	0.007933914	0.007985101	0.008267077	0.006515836	0.008353015	0.008730043	0.009913952	0.009899149	0.011284511	0.01775324	0.020827619	0.014513314	0.010527299	0.014409775	0.021554282	0.022356269	0.015650061	0.013028916	0.015378065	0.014458055	0.011310969	0.012634797	0.015746746	0.010712663	0.034372628	0.013881425	0.011620543	0.011066562	0.014970597	0.012035813	0.012870751	0.01432388	0.01696504	0.011028516	0.018869632	0.011125244	0.016942601	0.018502015	0.016061002	0.013512851	0.009218822	0.014019269	0.014512931	0.013161606	0.022570613	0.01129129	0.011988352	0.010022815	0.011831629	0.012730513	0.010233281	0.017288102	0.013351698	0.012453199	0.010625668	0.009946832	0.015421069	0.01350228	0.01432297	0.012351359	0.01029669	0.014617611	0.012897363	0.009455801	0.014475174	0.008684989	0.012612838	0.016480202	0.01258785	0.010469215	0.012447939	0.008969413	0.009734532	0.008889325	0.010324244	0.009529989	0.013498239	0.009845775	0.010401899	0.012023807	0.01285903	0.008050685	0.010479644	0.010133763	0.010953479	0.011236228	0.011487763	0.011356071	0.013653857	0.014322336	0.009844847	0.010156645	0.008789034	0.008334172	0.008685179	0.009313508	0.011783439	0.009633181	0.012779914	0.011064627	0.010915488	0.0136414	0.017472603	0.012233973	0.012543055	0.010517259	0.012675848	0.009390426	0.00844072	0.011953348	0.008301537	0.010186831	0.012299033	0.010329244	0.009382593	0.009628794	0.009000526	0.012602679
PLA2G12A	81579	0.042570884	0.050791071	0.052542041	0.044572606	0.045880153	0.055045916	0.035930896	0.040531978	0.032181086	0.037239174	0.04417751	0.081513109	0.042635014	0.035597056	0.058569423	0.046894354	0.045561211	0.041867657	0.073894584	0.059218374	0.063156251	0.042834133	0.064002179	0.090113612	0.07092153	0.045237597	0.103391166	0.047225535	0.028730261	0.078442669	0.037417023	0.042693536	0.052625927	0.039593104	0.065052961	0.083570597	0.098224468	0.047040528	0.076991284	0.054649631	0.057227999	0.051804605	0.087484604	0.093284763	0.089077816	0.044991897	0.056757267	0.047133153	0.056653565	0.041433248	0.049320911	0.0508829	0.056407335	0.061263032	0.05576738	0.089764629	0.080387405	0.048676421	0.037246057	0.047129621	0.078279523	0.060336881	0.055973651	0.04186321	0.070618636	0.043433842	0.032703943	0.056122438	0.055228696	0.079696693	0.047773305	0.046113513	0.040579678	0.083444179	0.046730147	0.062380618	0.035550417	0.048508557	0.044731735	0.044133128	0.049704997	0.040303561	0.049327004	0.045680718	0.041542103	0.037812004	0.039039713	0.03849618	0.048557655	0.045100188	0.047905485	0.027984981	0.047091694	0.046759753	0.045658068	0.045608577	0.040764081	0.039422229	0.055420746	0.048459212	0.0373736	0.039374847	0.047428403	0.041162198	0.043691412	0.050548658	0.041433915	0.041072599	0.031017499	0.03838013	0.052483973	0.038184154	0.039361979	0.038924951	0.036765932	0.048527341	0.043659711	0.049751429	0.040328227	0.047084888	0.055346026	0.043772323	0.040947884	0.034272327	0.03952557	0.038416355
PEX16	9409	0.023034949	0.021686503	0.020503896	0.021394501	0.018635728	0.025355748	0.024708025	0.020129137	0.027455382	0.024604405	0.024915069	0.08433093	0.023231002	0.023560076	0.023724413	0.02747795	0.030428105	0.024921131	0.038985949	0.02687211	0.020160878	0.031936027	0.027504273	0.054089073	0.029297632	0.018919054	0.025817206	0.038881252	0.029948828	0.03404335	0.049337164	0.026657873	0.026667771	0.041975306	0.025177125	0.027454066	0.025636521	0.022038682	0.0201181	0.025415001	0.032893788	0.01549529	0.023567814	0.035090442	0.044425878	0.022548851	0.023018307	0.032825251	0.02769439	0.043825652	0.024148206	0.039898131	0.02284677	0.022537337	0.020047592	0.023344257	0.021731777	0.025752387	0.019779121	0.038206904	0.02414483	0.024220735	0.014618195	0.036243825	0.028742266	0.044204626	0.019053291	0.017824021	0.029261593	0.028932521	0.028836903	0.036214763	0.020204909	0.039973598	0.023094109	0.03720714	0.042810483	0.019119063	0.01737368	0.022970642	0.023135223	0.020279337	0.024225794	0.028224269	0.020243877	0.028188606	0.022439606	0.02415944	0.019036123	0.025669388	0.025379644	0.024795286	0.022949485	0.016602805	0.019860637	0.02750273	0.023145268	0.025329105	0.023341804	0.019685227	0.023590448	0.022493581	0.019190636	0.02333205	0.023410995	0.021768183	0.030957153	0.018034987	0.021365822	0.019247216	0.022040464	0.020960828	0.020403874	0.023950669	0.020576677	0.019757029	0.025347953	0.015847431	0.022931882	0.022265631	0.029037523	0.021767032	0.020835034	0.023353627	0.026884862	0.029846361
KIAA0776	23376	0.106143711	0.076534375	0.113722336	0.087221896	0.09272107	0.165136522	0.089743532	0.101447265	0.105017876	0.096559127	0.08279716	0.307738867	0.100825536	0.097456693	0.117752666	0.10796759	0.134676346	0.05903357	0.161389479	0.081786301	0.088933758	0.10877058	0.094116159	0.276570119	0.091063135	0.06886104	0.058293602	0.139625548	0.085032497	0.136742134	0.209305119	0.093298535	0.122244183	0.171141081	0.086793181	0.121267502	0.101488744	0.081170798	0.065913308	0.092090911	0.06280492	0.087384012	0.13177711	0.090250125	0.121880351	0.056599478	0.065221066	0.083099294	0.090542727	0.096895657	0.087271534	0.095134917	0.06020826	0.067135417	0.050559414	0.199164485	0.064758921	0.084988011	0.08435994	0.108636772	0.076817328	0.084621817	0.063837568	0.153310574	0.0866428	0.086072761	0.063942631	0.069941674	0.057666359	0.119217389	0.066679919	0.161213289	0.072147128	0.186804574	0.137133849	0.092939714	0.097345181	0.080757601	0.102032095	0.116946675	0.12192212	0.073144325	0.087297071	0.095558339	0.163817942	0.086327943	0.115878135	0.091723361	0.090524788	0.092508438	0.081798094	0.077612842	0.096502199	0.079507236	0.078926262	0.114474205	0.072845312	0.103691762	0.093241762	0.112870508	0.113287293	0.12671395	0.118648598	0.114010959	0.131482959	0.100338266	0.109972264	0.067455542	0.072024174	0.087840069	0.074001649	0.092371404	0.085494739	0.081078748	0.086867201	0.072427503	0.115739345	0.088809883	0.063909658	0.090888318	0.113164556	0.122588239	0.089099526	0.107252343	0.175792746	0.144094618
MSR1	4481	0.441534456	0.685465927	0.781196827	0.275896784	0.530976209	0.595999098	0.149541595	0.420610439	0.389041992	0.425426227	0.215277203	0.122495182	0.788695427	0.771677348	0.492587191	0.744572729	0.58801569	0.410253106	0.482329287	0.704536145	0.210183608	0.201135148	0.410743613	0.199354709	0.334516286	0.766656398	0.473873063	0.398662741	0.509293149	0.412505943	0.792807531	0.616674948	0.252797789	0.444452142	0.607666826	0.341450111	0.670618628	0.458922977	0.400044316	0.224086119	0.42970734	0.150654553	0.354408663	0.374062792	0.052376246	0.526321325	0.321105418	0.432352082	0.158760068	0.518747397	0.661462303	0.383340872	0.457279892	0.298036426	0.546660574	0.739787963	0.578792195	0.347813859	0.132162338	0.506235516	0.495893047	0.606077467	0.517280332	0.439493051	0.424215848	0.528192483	0.82986479	0.57058112	0.046356743	0.332802434	0.471117644	0.789883699	0.550401596	0.1485892	0.725824502	0.471863151	0.044722015	0.351591038	0.772265739	0.410924761	0.539797513	0.38619093	0.497112545	0.37258343	0.568942891	0.619015074	0.839479075	0.579298022	0.444319486	0.503763145	0.466278846	0.333373339	0.545878918	0.762890041	0.446374405	0.273983128	0.514327179	0.516918214	0.609924696	0.694659071	0.6756474	0.271248517	0.40485183	0.46240432	0.528674305	0.529381989	0.776332449	0.226948972	0.412007738	0.584884382	0.10504576	0.479015914	0.533466799	0.193449209	0.711257104	0.589736745	0.488599057	0.470036162	0.596781936	0.312006647	0.650434768	0.768900598	0.268117055	0.208720227	0.827610986	0.832044445
